#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-09-24T17:33:00 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ614e0aad5022e	
#INFO	-out.max=unlimited	
#INFO	queryParameters=13	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/468/663&tab:{J/A+A/468/663/table3}&key:source=J/A+A/468/663/table3&HTTPPRM:&
#-source=J/A+A/468/663/table3
#-order=I
#-out=Star
#-out=Line
#-out=Elem
#-out=lambda
#-out=EP(low)
#-out=loggf
#-out=EW
#-out=A(Fe)
#

#RESOURCE=yCat_34680663
#Name: J/A+A/468/663
#Title: Li abundances in solar-analog stars (Takeda+, 2007)
#Table	J_A_A_468_663_table3:
#Name: J/A+A/468/663/table3
#Title: EWs of Fe I/Fe II lines and resulting Fe abundances
#Column	Star	(A10)	Star name (Sun/Moon or HIP NNNNNN)	[ucd=meta.id;meta.main]
#Column	Line	(I4)	Line No. (cf. Takeda et al. 2005, Cat. <J/PASJ/57/27>)	[ucd=meta.id;spect.line]
#Column	Elem	(F5.2)	26.00 for Fe I, 26.01 for Fe II	[ucd=meta.note]
#Column	lambda	(F8.3)	Line wavelength	[ucd=em.wl;spect.line]
#Column	EP(low)	(F6.3)	Excitation potential of the lower level	[ucd=phys.atmol.excitation;phys.atmol.level]
#Column	loggf	(F6.3)	log(gf) value	[ucd=stat.value;arith.zp]
#Column	EW	(F5.1)	? Fe line equivalent width	[ucd=spect.line.eqWidth]
#Column	A(Fe)	(F5.2)	? Line-by-line Fe abundance	[ucd=phys.abund.Fe]
Star|Line|Elem|lambda|EP(low)|loggf|EW|A(Fe)
HIP   1598| 110|26.00|5661.348| 4.280|-1.790| 14.7| 7.20
HIP   1598| 111|26.00|5696.102| 4.550|-1.847|  9.8| 7.31
HIP   1598| 112|26.00|5701.545| 2.560|-2.087| 72.5| 7.18
HIP   1598| 113|26.00|5705.466| 4.300|-1.433| 27.1| 7.22
HIP   1598| 114|26.00|5778.455| 2.590|-3.468| 15.1| 7.22
HIP   1598| 115|26.00|5784.657| 3.340|-2.615| 17.7| 7.20
HIP   1598| 116|26.00|5855.091| 4.607|-1.478| 15.5| 7.23
HIP   1598| 117|26.00|5909.970| 3.210|-2.579|     |
HIP   1598| 118|26.00|5956.692| 0.859|-4.537|     |
HIP   1598| 119|26.00|6082.708| 2.223|-3.555| 26.1| 7.24
HIP   1598| 120|26.00|6120.244| 0.910|-5.906|  4.0| 7.29
HIP   1598| 121|26.00|6136.993| 2.198|-2.910| 54.7| 7.19
HIP   1598| 122|26.00|6151.617| 2.176|-3.296| 39.8| 7.24
HIP   1598| 123|26.00|6173.341| 2.223|-2.888| 57.2| 7.24
HIP   1598| 124|26.00|6180.203| 2.730|-2.615| 44.1| 7.21
HIP   1598| 125|26.00|6200.314| 2.609|-2.360| 61.6| 7.21
HIP   1598| 126|26.00|6219.279| 2.198|-2.458| 77.4| 7.22
HIP   1598| 127|26.00|6232.639| 3.650|-1.197| 71.2| 7.24
HIP   1598| 128|26.00|6240.645| 2.220|-3.269| 37.3| 7.20
HIP   1598| 129|26.00|6265.131| 2.176|-2.578| 75.2| 7.26
HIP   1598| 130|26.00|6271.276| 3.330|-2.751| 15.2| 7.21
HIP   1598| 131|26.00|6280.616| 0.859|-4.363| 54.4| 7.26
HIP   1598| 132|26.00|6297.792| 2.223|-2.740| 63.9| 7.23
HIP   1598| 133|26.00|6311.500| 2.832|-3.141| 19.4| 7.24
HIP   1598| 134|26.00|6322.690| 2.588|-2.326| 63.8| 7.19
HIP   1598| 135|26.00|6353.835| 0.915|-6.477|     |
HIP   1598| 136|26.00|6481.869| 2.279|-2.933| 53.5| 7.24
HIP   1598| 137|26.00|6498.937| 0.958|-4.632| 35.8| 7.22
HIP   1598| 138|26.00|6518.365| 2.830|-2.564|     |
HIP   1598| 139|26.00|6574.225| 0.990|-4.980| 19.7| 7.22
HIP   1598| 140|26.00|6581.207| 1.480|-4.751| 11.8| 7.21
HIP   1598| 141|26.00|6593.871| 2.433|-2.359| 73.0| 7.24
HIP   1598| 142|26.00|6609.110| 2.559|-2.616| 53.8| 7.21
HIP   1598| 143|26.00|6625.021| 1.010|-5.307| 11.5| 7.27
HIP   1598| 144|26.00|6667.725| 4.580|-2.125|  5.8| 7.32
HIP   1598| 145|26.00|6699.162| 4.590|-2.081|     |
HIP   1598| 146|26.00|6739.520| 1.557|-4.790|  8.2| 7.13
HIP   1598| 147|26.00|6750.150| 2.424|-2.570| 64.3| 7.25
HIP   1598| 148|26.00|6752.705| 4.640|-1.186| 25.5| 7.22
HIP   1598| 149|26.00|6793.252| 4.080|-2.366|  9.2| 7.29
HIP   1598| 150|26.00|6804.001| 4.650|-1.522|     |
HIP   1598| 151|26.00|6804.275| 4.580|-1.776|     |
HIP   1598|1063|26.00|5522.447| 4.209|-1.373|     |
HIP   1598|1064|26.00|5546.500| 4.371|-1.018| 40.2| 7.20
HIP   1598|1065|26.00|5549.948| 3.695|-2.762|  8.0| 7.30
HIP   1598|1066|26.00|5552.691| 4.956|-1.704|  4.8| 7.22
HIP   1598|1067|26.00|5559.638| 4.988|-1.614|     |
HIP   1598|1068|26.00|5568.072| 4.154|-2.889|     |
HIP   1598|1069|26.00|5568.867| 3.635|-2.817|  6.9| 7.22
HIP   1598|1070|26.00|5577.031| 5.033|-1.446|  7.7| 7.25
HIP   1598|1071|26.00|5587.573| 4.143|-1.593| 25.3| 7.19
HIP   1598|1072|26.00|5595.075| 5.064|-1.633|  3.8| 7.14
HIP   1598|1073|26.00|5608.974| 4.209|-2.287|  7.2| 7.27
HIP   1598|1074|26.00|5618.631| 4.209|-1.233| 38.2| 7.20
HIP   1598|1075|26.00|5619.587| 4.386|-1.409| 22.8| 7.18
HIP   1598|1076|26.00|5636.696| 3.640|-2.495| 14.5| 7.28
HIP   1598|1077|26.00|5638.262| 4.220|-0.663| 65.8| 7.22
HIP   1598|1078|26.00|5650.020| 5.099|-0.749| 25.3| 7.25
HIP   1598|1079|26.00|5650.704| 5.085|-0.672| 26.3| 7.20
HIP   1598|1080|26.00|5651.470| 4.473|-1.747| 12.8| 7.27
HIP   1598|1081|26.00|5652.320| 4.260|-1.731| 18.4| 7.25
HIP   1598|1082|26.00|5653.889| 4.386|-1.334| 28.1| 7.23
HIP   1598|1083|26.00|5672.267| 4.584|-2.836|     |
HIP   1598|1084|26.00|5679.025| 4.652|-0.626| 48.5| 7.25
HIP   1598|1085|26.00|5680.241| 4.186|-2.306|  6.2| 7.19
HIP   1598|1086|26.00|5731.762| 4.256|-1.050| 45.1| 7.20
HIP   1598|1087|26.00|5732.275| 4.991|-1.400|  9.4| 7.26
HIP   1598|1088|26.00|5752.023| 4.548|-0.846| 41.8| 7.22
HIP   1598|1089|26.00|5753.121| 4.260|-0.594| 64.4| 7.17
HIP   1598|1090|26.00|5760.345| 3.642|-2.438| 16.1| 7.27
HIP   1598|1091|26.00|5775.080| 4.220|-1.059| 46.6| 7.20
HIP   1598|1092|26.00|5793.913| 4.220|-1.578| 23.8| 7.20
HIP   1598|1093|26.00|5814.805| 4.283|-1.797| 15.7| 7.24
HIP   1598|1094|26.00|5827.875| 3.283|-3.165|  6.0| 7.14
HIP   1598|1095|26.00|5835.098| 4.256|-2.113|  8.8| 7.23
HIP   1598|1096|26.00|5837.700| 4.294|-2.255|  6.2| 7.24
HIP   1598|1097|26.00|5845.266| 5.033|-1.673|     |
HIP   1598|1098|26.00|5849.682| 3.695|-2.885|     |
HIP   1598|1099|26.00|5852.217| 4.548|-1.127| 30.1| 7.23
HIP   1598|1100|26.00|5853.149| 1.485|-5.089|  6.1| 7.27
HIP   1598|1101|26.00|5856.083| 4.294|-1.513| 23.3| 7.20
HIP   1598|1102|26.00|5858.779| 4.220|-2.156|     |
HIP   1598|1103|26.00|5859.578| 4.548|-0.489| 65.0| 7.32
HIP   1598|1104|26.00|5861.107| 4.283|-2.327|     |
HIP   1598|1105|26.00|5880.029| 4.558|-1.877|  6.6| 7.14
HIP   1598|1106|26.00|5881.279| 4.607|-1.741|     |
HIP   1598|1107|26.00|5902.485| 4.593|-1.783|  8.9| 7.23
HIP   1598|1108|26.00|5905.689| 4.652|-0.650| 46.0| 7.22
HIP   1598|1109|26.00|5916.249| 2.453|-2.882| 48.1| 7.30
HIP   1598|1110|26.00|5927.786| 4.652|-0.987| 31.8| 7.23
HIP   1598|1111|26.00|5929.667| 4.548|-1.140| 30.2| 7.24
HIP   1598|1112|26.00|5934.653| 3.929|-1.015| 62.6| 7.20
HIP   1598|1113|26.00|5969.559| 4.283|-2.732|     |
HIP   1598|1114|26.00|5976.157| 4.294|-3.155|     |
HIP   1598|1115|26.00|5984.814| 4.733|-0.129|     |
HIP   1598|1116|26.00|5987.066| 4.795|-0.307| 57.8| 7.23
HIP   1598|1117|26.00|6003.010| 3.882|-0.903| 71.1| 7.21
HIP   1598|1118|26.00|6027.050| 4.076|-1.065| 52.5| 7.21
HIP   1598|1119|26.00|6034.033| 4.312|-2.335|  5.4| 7.26
HIP   1598|1120|26.00|6093.666| 4.607|-1.297| 23.5| 7.28
HIP   1598|1121|26.00|6094.364| 4.652|-1.557| 13.1| 7.25
HIP   1598|1122|26.00|6096.662| 3.984|-1.758| 25.9| 7.19
HIP   1598|1123|26.00|6105.152| 4.548|-1.916|  7.2| 7.20
HIP   1598|1124|26.00|6127.909| 4.143|-1.352| 37.1| 7.21
HIP   1598|1125|26.00|6165.361| 4.143|-1.434| 33.6| 7.21
HIP   1598|1126|26.00|6187.398| 2.832|-4.094|  2.7| 7.24
HIP   1598|1127|26.00|6187.987| 3.943|-1.587| 35.8| 7.20
HIP   1598|1128|26.00|6199.507| 2.559|-4.283|  3.1| 7.22
HIP   1598|1129|26.00|6213.429| 2.223|-2.562| 72.9| 7.25
HIP   1598|1130|26.00|6220.776| 3.882|-2.322| 10.9| 7.16
HIP   1598|1131|26.00|6221.670| 0.859|-6.441|     |
HIP   1598|1132|26.00|6226.730| 3.883|-2.055| 19.1| 7.19
HIP   1598|1133|26.00|6229.225| 2.845|-2.877| 25.8| 7.17
HIP   1598|1134|26.00|6302.494| 3.686|-1.163|     |
HIP   1598|1135|26.00|6330.838| 4.733|-1.152| 22.9| 7.23
HIP   1598|1136|26.00|6335.328| 2.198|-2.349| 86.8| 7.28
HIP   1598|1137|26.00|6367.111| 4.795|-2.373|     |
HIP   1598|1138|26.00|6392.538| 2.279|-3.939| 12.5| 7.24
HIP   1598|1139|26.00|6436.411| 4.186|-2.337|  7.2| 7.26
HIP   1598|1140|26.00|6472.150| 4.371|-3.140|     |
HIP   1598|1141|26.00|6494.980| 2.404|-1.301|     |
HIP   1598|1142|26.00|6496.469| 4.795|-0.483| 49.1| 7.21
HIP   1598|1143|26.00|6591.325| 4.593|-1.957|  6.6| 7.23
HIP   1598|1144|26.00|6608.024| 2.279|-3.952| 10.9| 7.17
HIP   1598|1145|26.00|6627.540| 4.548|-1.452| 18.1| 7.19
HIP   1598|1146|26.00|6646.932| 2.608|-3.931|  6.9| 7.26
HIP   1598|1147|26.00|6667.417| 2.453|-4.315|  3.9| 7.22
HIP   1598|1148|26.00|6676.863| 4.558|-2.699|     |
HIP   1598|1149|26.00|6703.568| 2.759|-3.008| 26.8| 7.21
HIP   1598|1150|26.00|6710.316| 1.485|-4.813| 10.0| 7.18
HIP   1598|1151|26.00|6712.441| 4.988|-2.071|  2.2| 7.21
HIP   1598|1152|26.00|6725.353| 4.103|-2.178| 11.0| 7.21
HIP   1598|1153|26.00|6726.661| 4.607|-1.003| 36.8| 7.26
HIP   1598|1154|26.00|6732.070| 4.584|-2.111|  5.0| 7.24
HIP   1598|1155|26.00|6733.151| 4.638|-1.403| 20.2| 7.29
HIP   1598|1156|26.00|6745.090| 4.580|-2.065|  5.2| 7.20
HIP   1598|1157|26.00|6745.955| 4.076|-2.632|  5.6| 7.31
HIP   1598|1158|26.00|6746.953| 2.608|-4.337|  2.9| 7.26
HIP   1598|1159|26.00|6783.264| 2.559|-4.550|     |
HIP   1598|1162|26.00|6806.847| 2.727|-3.098|     |
HIP   1598|1163|26.00|6810.257| 4.607|-0.927|     |
HIP   1598|1164|26.00|6824.825| 4.988|-2.125|     |
HIP   1598| 207|26.01|5525.125| 3.267|-4.007|     |
HIP   1598| 208|26.01|6432.680| 2.891|-3.579|     |
HIP   1598| 209|26.01|6516.080| 2.891|-3.302|     |
HIP   1598|2005|26.01|5991.376| 3.153|-3.540| 24.1| 7.22
HIP   1598|2006|26.01|6084.111| 3.199|-3.791| 15.9| 7.25
HIP   1598|2007|26.01|6141.033| 3.230|-4.872|     |
HIP   1598|2008|26.01|6149.258| 3.889|-2.720| 28.4| 7.22
HIP   1598|2009|26.01|6239.953| 3.889|-3.423|     |
HIP   1598|2010|26.01|6247.557| 3.892|-2.336| 44.4| 7.22
HIP   1598|2011|26.01|6269.967| 3.245|-4.355|     |
HIP   1598|2012|26.01|6446.410| 6.222|-1.938|     |
HIP   1598|2013|26.01|6456.383| 3.903|-2.142| 53.7| 7.23
HIP   1803| 109|26.00|5600.226| 4.260|-1.429|     |
HIP   1803| 110|26.00|5661.348| 4.280|-1.790| 31.8| 7.73
HIP   1803| 111|26.00|5696.102| 4.550|-1.847| 18.9| 7.72
HIP   1803| 112|26.00|5701.545| 2.560|-2.087| 92.9| 7.61
HIP   1803| 113|26.00|5705.466| 4.300|-1.433| 48.5| 7.74
HIP   1803| 114|26.00|5778.455| 2.590|-3.468| 30.5| 7.74
HIP   1803| 115|26.00|5784.657| 3.340|-2.615| 35.7| 7.73
HIP   1803| 116|26.00|5855.091| 4.607|-1.478| 32.0| 7.73
HIP   1803| 117|26.00|5909.970| 3.210|-2.579|     |
HIP   1803| 118|26.00|5956.692| 0.859|-4.537|     |
HIP   1803| 119|26.00|6082.708| 2.223|-3.555| 48.3| 7.81
HIP   1803| 120|26.00|6120.244| 0.910|-5.906|     |
HIP   1803| 121|26.00|6136.993| 2.198|-2.910| 73.8| 7.62
HIP   1803| 122|26.00|6151.617| 2.176|-3.296| 61.2| 7.74
HIP   1803| 123|26.00|6173.341| 2.223|-2.888| 79.6| 7.74
HIP   1803| 124|26.00|6180.203| 2.730|-2.615| 72.3| 7.83
HIP   1803| 125|26.00|6200.314| 2.609|-2.360| 86.8| 7.75
HIP   1803| 126|26.00|6219.279| 2.198|-2.458|107.7| 7.81
HIP   1803| 127|26.00|6232.639| 3.650|-1.197|100.3| 7.79
HIP   1803| 128|26.00|6240.645| 2.220|-3.269| 60.5| 7.74
HIP   1803| 129|26.00|6265.131| 2.176|-2.578| 99.9| 7.75
HIP   1803| 130|26.00|6271.276| 3.330|-2.751| 35.2| 7.82
HIP   1803| 131|26.00|6280.616| 0.859|-4.363|     |
HIP   1803| 132|26.00|6297.792| 2.223|-2.740| 88.3| 7.74
HIP   1803| 133|26.00|6311.500| 2.832|-3.141| 42.0| 7.85
HIP   1803| 134|26.00|6322.690| 2.588|-2.326| 92.6| 7.79
HIP   1803| 135|26.00|6353.835| 0.915|-6.477|     |
HIP   1803| 136|26.00|6481.869| 2.279|-2.933| 75.2| 7.72
HIP   1803| 137|26.00|6498.937| 0.958|-4.632| 55.2| 7.71
HIP   1803| 138|26.00|6518.365| 2.830|-2.564| 65.5| 7.71
HIP   1803| 139|26.00|6574.225| 0.990|-4.980| 34.0| 7.69
HIP   1803| 140|26.00|6581.207| 1.480|-4.751| 27.6| 7.81
HIP   1803| 141|26.00|6593.871| 2.433|-2.359| 96.5| 7.71
HIP   1803| 142|26.00|6609.110| 2.559|-2.616| 79.5| 7.76
HIP   1803| 143|26.00|6625.021| 1.010|-5.307| 23.9| 7.80
HIP   1803| 144|26.00|6667.725| 4.580|-2.125| 15.5| 7.87
HIP   1803| 145|26.00|6699.162| 4.590|-2.081| 11.4| 7.68
HIP   1803| 146|26.00|6739.520| 1.557|-4.790| 17.9| 7.67
HIP   1803| 147|26.00|6750.150| 2.424|-2.570| 87.6| 7.73
HIP   1803| 148|26.00|6752.705| 4.640|-1.186| 47.9| 7.74
HIP   1803| 149|26.00|6793.252| 4.080|-2.366| 16.5| 7.67
HIP   1803| 150|26.00|6804.001| 4.650|-1.522|     |
HIP   1803| 151|26.00|6804.275| 4.580|-1.776|     |
HIP   1803|1063|26.00|5522.447| 4.209|-1.373|     |
HIP   1803|1064|26.00|5546.500| 4.371|-1.018| 61.1| 7.67
HIP   1803|1065|26.00|5549.948| 3.695|-2.762| 17.1| 7.78
HIP   1803|1066|26.00|5552.691| 4.956|-1.704| 10.2| 7.64
HIP   1803|1067|26.00|5559.638| 4.988|-1.614| 11.0| 7.61
HIP   1803|1068|26.00|5568.072| 4.154|-2.889|     |
HIP   1803|1069|26.00|5568.867| 3.635|-2.817| 15.4| 7.72
HIP   1803|1070|26.00|5577.031| 5.033|-1.446| 17.5| 7.73
HIP   1803|1071|26.00|5587.573| 4.143|-1.593|     |
HIP   1803|1072|26.00|5595.075| 5.064|-1.633| 13.2| 7.80
HIP   1803|1073|26.00|5608.974| 4.209|-2.287| 18.6| 7.83
HIP   1803|1074|26.00|5618.631| 4.209|-1.233| 62.1| 7.74
HIP   1803|1075|26.00|5619.587| 4.386|-1.409| 43.2| 7.69
HIP   1803|1076|26.00|5636.696| 3.640|-2.495| 25.7| 7.69
HIP   1803|1077|26.00|5638.262| 4.220|-0.663| 92.3| 7.74
HIP   1803|1078|26.00|5650.020| 5.099|-0.749| 47.5| 7.72
HIP   1803|1079|26.00|5650.704| 5.085|-0.672| 52.6| 7.80
HIP   1803|1080|26.00|5651.470| 4.473|-1.747| 24.8| 7.71
HIP   1803|1081|26.00|5652.320| 4.260|-1.731| 36.8| 7.76
HIP   1803|1082|26.00|5653.889| 4.386|-1.334| 48.7| 7.70
HIP   1803|1083|26.00|5672.267| 4.584|-2.836|  2.3| 7.72
HIP   1803|1084|26.00|5679.025| 4.652|-0.626| 72.7| 7.76
HIP   1803|1085|26.00|5680.241| 4.186|-2.306| 16.0| 7.74
HIP   1803|1086|26.00|5731.762| 4.256|-1.050| 68.6| 7.70
HIP   1803|1087|26.00|5732.275| 4.991|-1.400| 18.5| 7.67
HIP   1803|1088|26.00|5752.023| 4.548|-0.846| 67.2| 7.75
HIP   1803|1089|26.00|5753.121| 4.260|-0.594|     |
HIP   1803|1090|26.00|5760.345| 3.642|-2.438| 33.8| 7.81
HIP   1803|1091|26.00|5775.080| 4.220|-1.059| 72.5| 7.75
HIP   1803|1092|26.00|5793.913| 4.220|-1.578| 44.0| 7.71
HIP   1803|1093|26.00|5814.805| 4.283|-1.797| 31.2| 7.72
HIP   1803|1094|26.00|5827.875| 3.283|-3.165| 18.4| 7.81
HIP   1803|1095|26.00|5835.098| 4.256|-2.113| 21.6| 7.78
HIP   1803|1096|26.00|5837.700| 4.294|-2.255| 13.6| 7.70
HIP   1803|1097|26.00|5845.266| 5.033|-1.673|     |
HIP   1803|1098|26.00|5849.682| 3.695|-2.885| 10.4| 7.63
HIP   1803|1099|26.00|5852.217| 4.548|-1.127| 53.0| 7.76
HIP   1803|1100|26.00|5853.149| 1.485|-5.089| 10.9| 7.70
HIP   1803|1101|26.00|5856.083| 4.294|-1.513| 43.7| 7.72
HIP   1803|1102|26.00|5858.779| 4.220|-2.156| 18.9| 7.71
HIP   1803|1103|26.00|5859.578| 4.548|-0.489| 89.8| 7.74
HIP   1803|1104|26.00|5861.107| 4.283|-2.327| 15.2| 7.82
HIP   1803|1105|26.00|5880.029| 4.558|-1.877| 15.7| 7.65
HIP   1803|1106|26.00|5881.279| 4.607|-1.741|     |
HIP   1803|1107|26.00|5902.485| 4.593|-1.783| 22.8| 7.80
HIP   1803|1108|26.00|5905.689| 4.652|-0.650| 73.7| 7.80
HIP   1803|1109|26.00|5916.249| 2.453|-2.882| 62.2| 7.65
HIP   1803|1110|26.00|5927.786| 4.652|-0.987|     |
HIP   1803|1111|26.00|5929.667| 4.548|-1.140| 45.6| 7.62
HIP   1803|1112|26.00|5934.653| 3.929|-1.015| 86.8| 7.69
HIP   1803|1113|26.00|5969.559| 4.283|-2.732|  7.5| 7.87
HIP   1803|1114|26.00|5976.157| 4.294|-3.155|     |
HIP   1803|1115|26.00|5984.814| 4.733|-0.129|102.6| 7.81
HIP   1803|1116|26.00|5987.066| 4.795|-0.307|     |
HIP   1803|1117|26.00|6003.010| 3.882|-0.903|102.3| 7.80
HIP   1803|1118|26.00|6027.050| 4.076|-1.065| 75.9| 7.71
HIP   1803|1119|26.00|6034.033| 4.312|-2.335| 14.6| 7.83
HIP   1803|1120|26.00|6093.666| 4.607|-1.297| 42.0| 7.75
HIP   1803|1121|26.00|6094.364| 4.652|-1.557| 28.6| 7.76
HIP   1803|1122|26.00|6096.662| 3.984|-1.758| 49.7| 7.76
HIP   1803|1123|26.00|6105.152| 4.548|-1.916| 19.6| 7.78
HIP   1803|1124|26.00|6127.909| 4.143|-1.352| 60.1| 7.73
HIP   1803|1125|26.00|6165.361| 4.143|-1.434| 54.3| 7.69
HIP   1803|1126|26.00|6187.398| 2.832|-4.094|  6.6| 7.76
HIP   1803|1127|26.00|6187.987| 3.943|-1.587| 60.8| 7.76
HIP   1803|1128|26.00|6199.507| 2.559|-4.283|  7.1| 7.72
HIP   1803|1129|26.00|6213.429| 2.223|-2.562| 99.1| 7.78
HIP   1803|1130|26.00|6220.776| 3.882|-2.322| 28.0| 7.77
HIP   1803|1131|26.00|6221.670| 0.859|-6.441|     |
HIP   1803|1132|26.00|6226.730| 3.883|-2.055| 37.9| 7.72
HIP   1803|1133|26.00|6229.225| 2.845|-2.877| 51.5| 7.79
HIP   1803|1134|26.00|6302.494| 3.686|-1.163| 91.0| 7.62
HIP   1803|1135|26.00|6330.838| 4.733|-1.152| 46.2| 7.75
HIP   1803|1136|26.00|6335.328| 2.198|-2.349|115.3| 7.80
HIP   1803|1137|26.00|6367.111| 4.795|-2.373|  4.8| 7.76
HIP   1803|1138|26.00|6392.538| 2.279|-3.939| 22.2| 7.67
HIP   1803|1139|26.00|6436.411| 4.186|-2.337| 15.9| 7.74
HIP   1803|1140|26.00|6472.150| 4.371|-3.140|     |
HIP   1803|1141|26.00|6494.980| 2.404|-1.301|     |
HIP   1803|1142|26.00|6496.469| 4.795|-0.483| 74.0| 7.70
HIP   1803|1143|26.00|6591.325| 4.593|-1.957| 15.2| 7.71
HIP   1803|1144|26.00|6608.024| 2.279|-3.952| 24.6| 7.73
HIP   1803|1145|26.00|6627.540| 4.548|-1.452| 38.3| 7.74
HIP   1803|1146|26.00|6646.932| 2.608|-3.931| 16.9| 7.82
HIP   1803|1147|26.00|6667.417| 2.453|-4.315|     |
HIP   1803|1148|26.00|6676.863| 4.558|-2.699|     |
HIP   1803|1149|26.00|6703.568| 2.759|-3.008| 46.2| 7.70
HIP   1803|1150|26.00|6710.316| 1.485|-4.813| 21.7| 7.72
HIP   1803|1151|26.00|6712.441| 4.988|-2.071|  7.4| 7.83
HIP   1803|1152|26.00|6725.353| 4.103|-2.178| 21.8| 7.66
HIP   1803|1153|26.00|6726.661| 4.607|-1.003| 57.8| 7.70
HIP   1803|1154|26.00|6732.070| 4.584|-2.111| 13.4| 7.78
HIP   1803|1155|26.00|6733.151| 4.638|-1.403| 36.4| 7.73
HIP   1803|1156|26.00|6745.090| 4.580|-2.065| 12.0| 7.68
HIP   1803|1157|26.00|6745.955| 4.076|-2.632| 10.8| 7.71
HIP   1803|1158|26.00|6746.953| 2.608|-4.337|  7.1| 7.79
HIP   1803|1159|26.00|6783.264| 2.559|-4.550|     |
HIP   1803|1162|26.00|6806.847| 2.727|-3.098|     |
HIP   1803|1163|26.00|6810.257| 4.607|-0.927|     |
HIP   1803|1164|26.00|6824.825| 4.988|-2.125|     |
HIP   1803| 207|26.01|5525.125| 3.267|-4.007|     |
HIP   1803| 208|26.01|6432.680| 2.891|-3.579| 53.8| 7.77
HIP   1803| 209|26.01|6516.080| 2.891|-3.302| 67.2| 7.76
HIP   1803|2005|26.01|5991.376| 3.153|-3.540| 39.9| 7.71
HIP   1803|2006|26.01|6084.111| 3.199|-3.791| 29.0| 7.75
HIP   1803|2007|26.01|6141.033| 3.230|-4.872|     |
HIP   1803|2008|26.01|6149.258| 3.889|-2.720| 46.5| 7.72
HIP   1803|2009|26.01|6239.953| 3.889|-3.423| 17.6| 7.69
HIP   1803|2010|26.01|6247.557| 3.892|-2.336| 66.1| 7.75
HIP   1803|2011|26.01|6269.967| 3.245|-4.355|     |
HIP   1803|2012|26.01|6446.410| 6.222|-1.938|  6.9| 7.75
HIP   1803|2013|26.01|6456.383| 3.903|-2.142| 77.3| 7.77
HIP   4290| 109|26.00|5600.226| 4.260|-1.429| 38.0| 7.43
HIP   4290| 110|26.00|5661.348| 4.280|-1.790| 20.2| 7.39
HIP   4290| 111|26.00|5696.102| 4.550|-1.847| 12.3| 7.43
HIP   4290| 112|26.00|5701.545| 2.560|-2.087|     |
HIP   4290| 113|26.00|5705.466| 4.300|-1.433| 35.1| 7.41
HIP   4290| 114|26.00|5778.455| 2.590|-3.468| 20.4| 7.41
HIP   4290| 115|26.00|5784.657| 3.340|-2.615| 21.6| 7.32
HIP   4290| 116|26.00|5855.091| 4.607|-1.478| 22.1| 7.44
HIP   4290| 117|26.00|5909.970| 3.210|-2.579| 28.1| 7.32
HIP   4290| 118|26.00|5956.692| 0.859|-4.537| 55.8| 7.48
HIP   4290| 119|26.00|6082.708| 2.223|-3.555| 31.4| 7.38
HIP   4290| 120|26.00|6120.244| 0.910|-5.906|  3.6| 7.28
HIP   4290| 121|26.00|6136.993| 2.198|-2.910| 60.4| 7.29
HIP   4290| 122|26.00|6151.617| 2.176|-3.296| 47.1| 7.39
HIP   4290| 123|26.00|6173.341| 2.223|-2.888| 63.9| 7.36
HIP   4290| 124|26.00|6180.203| 2.730|-2.615| 49.7| 7.31
HIP   4290| 125|26.00|6200.314| 2.609|-2.360| 71.1| 7.38
HIP   4290| 126|26.00|6219.279| 2.198|-2.458| 87.9| 7.38
HIP   4290| 127|26.00|6232.639| 3.650|-1.197| 79.3| 7.36
HIP   4290| 128|26.00|6240.645| 2.220|-3.269| 45.3| 7.37
HIP   4290| 129|26.00|6265.131| 2.176|-2.578| 84.1| 7.39
HIP   4290| 130|26.00|6271.276| 3.330|-2.751| 22.3| 7.44
HIP   4290| 131|26.00|6280.616| 0.859|-4.363|     |
HIP   4290| 132|26.00|6297.792| 2.223|-2.740| 74.9| 7.42
HIP   4290| 133|26.00|6311.500| 2.832|-3.141| 25.7| 7.43
HIP   4290| 134|26.00|6322.690| 2.588|-2.326| 75.5| 7.40
HIP   4290| 135|26.00|6353.835| 0.915|-6.477|     |
HIP   4290| 136|26.00|6481.869| 2.279|-2.933| 64.3| 7.44
HIP   4290| 137|26.00|6498.937| 0.958|-4.632| 41.0| 7.34
HIP   4290| 138|26.00|6518.365| 2.830|-2.564|     |
HIP   4290| 139|26.00|6574.225| 0.990|-4.980| 28.4| 7.46
HIP   4290| 140|26.00|6581.207| 1.480|-4.751|     |
HIP   4290| 141|26.00|6593.871| 2.433|-2.359| 85.1| 7.44
HIP   4290| 142|26.00|6609.110| 2.559|-2.616| 60.8| 7.33
HIP   4290| 143|26.00|6625.021| 1.010|-5.307| 13.8| 7.39
HIP   4290| 144|26.00|6667.725| 4.580|-2.125|  7.1| 7.43
HIP   4290| 145|26.00|6699.162| 4.590|-2.081|  7.3| 7.40
HIP   4290| 146|26.00|6739.520| 1.557|-4.790| 12.3| 7.36
HIP   4290| 147|26.00|6750.150| 2.424|-2.570| 70.8| 7.34
